Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Total Revenue
13726,39,2,1079.66,3,1,3,313,Loyal,1079.66
13727,29,8,1080.05,3,3,3,333,Loyal,1080.05
13728,37,16,2855.17,3,3,4,334,Loyal,2855.17
13729,436,3,724.73,1,2,2,122,At Risk,724.73
13730,136,2,752.6,2,1,2,212,Needs Attention,752.6
13731,220,2,610.59,2,1,2,212,Needs Attention,610.59
13732,29,1,491.86,3,1,2,312,Needs Attention,491.86
13733,411,2,487.03,1,1,2,112,Needs Attention,487.03
13734,509,4,6701.64,1,2,4,124,At Risk,6701.64
13735,25,13,9813.22,4,3,4,434,Champions,9813.22
13736,6,7,2766.21,4,3,4,434,Champions,2766.21
13737,201,1,339.6,2,1,1,211,Lost,339.6
13738,397,1,440.93,1,1,2,112,Needs Attention,440.93
13739,19,2,292.2,4,1,1,411,Needs Attention,292.2
13740,241,5,1597.77,2,2,3,223,At Risk,1597.77
13741,72,3,668.43,3,2,2,322,Needs Attention,668.43
13742,17,12,3131.02,4,3,4,434,Champions,3131.02
13743,3,7,1341.6,4,3,3,433,Champions,1341.6
13744,96,2,1156.36,3,1,3,313,Loyal,1156.36
13745,163,2,777.36,2,1,2,212,Needs Attention,777.36
13746,414,1,176.69,1,1,1,111,Lost,176.69
13747,374,2,249.4,2,1,1,211,Lost,249.4
13748,96,9,2268.35,3,3,3,333,Loyal,2268.35
13750,54,11,3602.18,3,3,4,334,Loyal,3602.18
13751,289,1,296.25,2,1,1,211,Lost,296.25
13752,125,7,1590.73,2,3,3,233,At Risk,1590.73
13753,288,4,2094.57,2,2,3,223,At Risk,2094.57
13754,152,3,447.05,2,2,2,222,At Risk,447.05
13755,4,9,2161.35,4,3,3,433,Champions,2161.35
13756,3,23,9207.5,4,3,4,434,Champions,9207.5
13757,675,1,195.55,1,1,1,111,Lost,195.55
13758,12,15,9416.98,4,3,4,434,Champions,9416.98
13759,34,2,659.41,3,1,2,312,Needs Attention,659.41
13760,55,5,1363.64,3,2,3,323,Loyal,1363.64
13761,51,6,1952.17,3,3,3,333,Loyal,1952.17
13762,219,5,2472.48,2,2,4,224,At Risk,2472.48
13763,64,3,5217.44,3,2,4,324,Loyal,5217.44
13764,71,6,2953.26,3,3,4,334,Loyal,2953.26
13765,654,1,352.82,1,1,2,112,Needs Attention,352.82
13766,496,1,190.35,1,1,1,111,Lost,190.35
13767,3,73,35540.53,4,3,4,434,Champions,35540.53
13768,727,2,875.97,1,1,2,112,Needs Attention,875.97
13769,3,20,5800.42,4,3,4,434,Champions,5800.42
13770,423,4,785.37,1,2,2,122,At Risk,785.37
13771,65,9,5728.82,3,3,4,334,Loyal,5728.82
13772,34,8,3114.22,3,3,4,334,Loyal,3114.22
13773,397,2,301.54,1,1,1,111,Lost,301.54
13774,82,1,345.0,3,1,1,311,Needs Attention,345.0
13775,591,1,1049.66,1,1,3,113,Needs Attention,1049.66
13776,429,2,623.98,1,1,2,112,Needs Attention,623.98
13777,1,61,56478.42,4,3,4,434,Champions,56478.42
13778,104,4,1124.49,2,2,3,223,At Risk,1124.49
13779,516,1,161.13,1,1,1,111,Lost,161.13
13780,8,3,735.82,4,2,2,422,Needs Attention,735.82
13781,251,3,778.83,2,2,2,222,At Risk,778.83
13782,13,13,1793.72,4,3,3,433,Champions,1793.72
13783,488,4,1542.09,1,2,3,123,At Risk,1542.09
13784,10,14,2910.23,4,3,4,434,Champions,2910.23
13785,429,4,542.49,1,2,2,122,At Risk,542.49
13786,368,6,3358.94,2,3,4,234,At Risk,3358.94
13787,76,6,1222.5,3,3,3,333,Loyal,1222.5
13788,506,1,3.75,1,1,1,111,Lost,3.75
13789,389,1,239.46,1,1,1,111,Lost,239.46
13790,5,1,348.8,4,1,2,412,Needs Attention,348.8
13791,128,2,1516.0,2,1,3,213,Needs Attention,1516.0
13792,67,3,383.95,3,2,2,322,Needs Attention,383.95
13793,647,1,96.0,1,1,1,111,Lost,96.0
13794,547,1,126.03,1,1,1,111,Lost,126.03
13795,389,4,836.3,1,2,2,122,At Risk,836.3
13796,500,1,289.7,1,1,1,111,Lost,289.7
13797,437,3,1179.45,1,2,3,123,At Risk,1179.45
13798,2,110,75836.87,4,3,4,434,Champions,75836.87
13799,117,9,2803.57,2,3,4,234,At Risk,2803.57
13800,310,3,1679.56,2,2,3,223,At Risk,1679.56
13801,67,1,324.8,3,1,1,311,Needs Attention,324.8
13802,139,19,26259.11,2,3,4,234,At Risk,26259.11
13803,256,3,1338.91,2,2,3,223,At Risk,1338.91
13804,31,9,3208.52,3,3,4,334,Loyal,3208.52
13805,53,2,924.6,3,1,3,313,Loyal,924.6
13806,64,1,256.38,3,1,1,311,Needs Attention,256.38
13807,368,3,534.8,2,2,2,222,At Risk,534.8
13808,6,5,1747.66,4,2,3,423,Champions,1747.66
13809,306,3,679.7,2,2,2,222,At Risk,679.7
13810,29,3,1499.01,3,2,3,323,Loyal,1499.01
13811,184,3,814.5,2,2,2,222,At Risk,814.5
13812,43,3,539.0,3,2,2,322,Needs Attention,539.0
13813,40,8,2765.47,3,3,4,334,Loyal,2765.47
13814,93,3,2257.32,3,2,3,323,Loyal,2257.32
13815,23,8,7475.74,4,3,4,434,Champions,7475.74
13816,24,2,571.67,4,1,2,412,Needs Attention,571.67
13817,30,2,382.98,3,1,2,312,Needs Attention,382.98
13818,430,1,61.28,1,1,1,111,Lost,61.28
13819,302,6,2642.35,2,3,4,234,At Risk,2642.35
13820,419,3,660.65,1,2,2,122,At Risk,660.65
13821,145,6,1410.73,2,3,3,233,At Risk,1410.73
13822,6,2,632.0,4,1,2,412,Needs Attention,632.0
13823,19,7,3403.45,4,3,4,434,Champions,3403.45
13824,33,12,3314.76,3,3,4,334,Loyal,3314.76
13825,622,2,255.59,1,1,1,111,Lost,255.59
13826,177,1,189.5,2,1,1,211,Lost,189.5
13827,58,3,412.05,3,2,2,322,Needs Attention,412.05
13828,23,1,209.49,4,1,1,411,Needs Attention,209.49
13829,422,1,102.0,1,1,1,111,Lost,102.0
13830,582,1,156.85,1,1,1,111,Lost,156.85
13831,17,18,7023.58,4,3,4,434,Champions,7023.58
13832,20,2,613.69,4,1,2,412,Needs Attention,613.69
13833,160,2,701.36,2,1,2,212,Needs Attention,701.36
13834,577,2,324.19,1,1,1,111,Lost,324.19
13835,26,7,1095.27,4,3,3,433,Champions,1095.27
13836,400,2,620.37,1,1,2,112,Needs Attention,620.37
13837,212,2,271.24,2,1,1,211,Lost,271.24
13838,6,10,1966.09,4,3,3,433,Champions,1966.09
13839,487,1,139.95,1,1,1,111,Lost,139.95
13840,417,1,651.4,1,1,2,112,Needs Attention,651.4
13841,253,1,85.0,2,1,1,211,Lost,85.0
13842,59,18,5629.91,3,3,4,334,Loyal,5629.91
13843,382,1,319.75,1,1,1,111,Lost,319.75
13844,12,1,361.62,4,1,2,412,Needs Attention,361.62
13845,65,1,312.98,3,1,1,311,Needs Attention,312.98
13846,25,4,1307.79,4,2,3,423,Champions,1307.79
13847,720,1,310.72,1,1,1,111,Lost,310.72
13848,93,8,3335.0,3,3,4,334,Loyal,3335.0
13849,52,5,3469.3,3,2,4,324,Loyal,3469.3
13850,130,1,1595.48,2,1,3,213,Needs Attention,1595.48
13851,96,8,4606.46,3,3,4,334,Loyal,4606.46
13852,611,1,187.35,1,1,1,111,Lost,187.35
13853,58,1,1090.14,3,1,3,313,Loyal,1090.14
13854,9,39,12253.96,4,3,4,434,Champions,12253.96
13855,501,4,1310.34,1,2,3,123,At Risk,1310.34
13856,169,11,1142.03,2,3,3,233,At Risk,1142.03
13857,394,6,1001.01,1,3,3,133,At Risk,1001.01
13858,58,1,216.17,3,1,1,311,Needs Attention,216.17
13859,327,2,515.86,2,1,2,212,Needs Attention,515.86
13860,2,5,1245.9,4,2,3,423,Champions,1245.9
13861,430,2,273.26,1,1,1,111,Lost,273.26
13862,19,9,2556.09,4,3,4,434,Champions,2556.09
13863,248,4,1239.55,2,2,3,223,At Risk,1239.55
13864,387,1,662.4,1,1,2,112,Needs Attention,662.4
13865,59,4,501.56,3,2,2,322,Needs Attention,501.56
13866,75,1,145.67,3,1,1,311,Needs Attention,145.67
13867,32,3,1015.29,3,2,3,323,Loyal,1015.29
13868,8,2,3192.54,4,1,4,414,Loyal,3192.54
13869,124,10,8111.57,2,3,4,234,At Risk,8111.57
13870,3,15,5712.08,4,3,4,434,Champions,5712.08
13871,23,17,7885.85,4,3,4,434,Champions,7885.85
13872,528,3,919.57,1,2,3,123,At Risk,919.57
13873,120,8,1038.92,2,3,3,233,At Risk,1038.92
13874,359,7,2049.15,2,3,3,233,At Risk,2049.15
13875,54,14,4814.37,3,3,4,334,Loyal,4814.37
13876,64,1,122.7,3,1,1,311,Needs Attention,122.7
13877,87,3,449.68,3,2,2,322,Needs Attention,449.68
13878,55,4,2473.06,3,2,4,324,Loyal,2473.06
13879,646,1,395.5,1,1,2,112,Needs Attention,395.5
13880,22,17,4391.66,4,3,4,434,Champions,4391.66
13881,4,43,45179.1,4,3,4,434,Champions,45179.1
13882,3,5,1191.13,4,2,3,423,Champions,1191.13
13883,11,15,6560.02,4,3,4,434,Champions,6560.02
13884,8,10,1888.48,4,3,3,433,Champions,1888.48
13885,190,2,506.8,2,1,2,212,Needs Attention,506.8
13886,72,1,243.56,3,1,1,311,Needs Attention,243.56
13887,205,1,349.55,2,1,2,212,Needs Attention,349.55
13888,120,7,2169.05,2,3,3,233,At Risk,2169.05
13889,93,6,1991.23,3,3,3,333,Loyal,1991.23
13890,2,14,2927.38,4,3,4,434,Champions,2927.38
13891,379,3,863.56,2,2,2,222,At Risk,863.56
13892,27,6,1267.65,3,3,3,333,Loyal,1267.65
13893,298,1,821.1,2,1,2,212,Needs Attention,821.1
13894,24,3,564.62,4,2,2,422,Needs Attention,564.62
13895,29,6,4008.52,3,3,4,334,Loyal,4008.52
13896,626,1,388.55,1,1,2,112,Needs Attention,388.55
13897,51,3,1160.72,3,2,3,323,Loyal,1160.72
13898,326,2,686.4,2,1,2,212,Needs Attention,686.4
13899,17,2,388.52,4,1,2,412,Needs Attention,388.52
13900,184,6,1610.59,2,3,3,233,At Risk,1610.59
13901,73,15,5676.34,3,3,4,334,Loyal,5676.34
13902,633,5,34095.26,1,2,4,124,At Risk,34095.26
13903,401,1,165.45,1,1,1,111,Lost,165.45
13904,38,2,332.64,3,1,1,311,Needs Attention,332.64
13905,733,1,312.65,1,1,1,111,Lost,312.65
13906,410,1,42.0,1,1,1,111,Lost,42.0
13907,692,1,136.8,1,1,1,111,Lost,136.8
13908,80,4,2369.55,3,2,4,324,Loyal,2369.55
13909,424,2,286.6,1,1,1,111,Lost,286.6
13911,58,20,4234.99,3,3,4,334,Loyal,4234.99
13912,424,1,124.95,1,1,1,111,Lost,124.95
13913,507,1,42.22,1,1,1,111,Lost,42.22
13914,12,2,626.45,4,1,2,412,Needs Attention,626.45
13915,395,1,70.8,1,1,1,111,Lost,70.8
13916,464,4,1275.81,1,2,3,123,At Risk,1275.81
13917,50,2,272.04,3,1,1,311,Needs Attention,272.04
13918,50,2,1212.84,3,1,3,313,Loyal,1212.84
13919,60,4,1360.68,3,2,3,323,Loyal,1360.68
13920,432,4,1774.68,1,2,3,123,At Risk,1774.68
13921,403,4,730.7,1,2,2,122,At Risk,730.7
13922,352,3,865.2,2,2,2,222,At Risk,865.2
13923,54,1,351.13,3,1,2,312,Needs Attention,351.13
13924,2,6,1838.85,4,3,3,433,Champions,1838.85
13925,93,4,678.25,3,2,2,322,Needs Attention,678.25
13926,24,1,223.85,4,1,1,411,Needs Attention,223.85
13927,75,2,708.26,3,1,2,312,Needs Attention,708.26
13928,11,4,464.57,4,2,2,422,Needs Attention,464.57
13929,170,11,3494.1,2,3,4,234,At Risk,3494.1
13930,58,2,337.34,3,1,1,311,Needs Attention,337.34
13931,96,11,5257.38,3,3,4,334,Loyal,5257.38
13932,295,1,307.4,2,1,1,211,Lost,307.4
13933,110,2,608.79,2,1,2,212,Needs Attention,608.79
13934,264,1,922.1,2,1,3,213,Needs Attention,922.1
13935,597,3,6116.92,1,2,4,124,At Risk,6116.92
13936,180,3,939.66,2,2,3,223,At Risk,939.66
13937,170,2,880.13,2,1,2,212,Needs Attention,880.13
13938,36,1,71.66,3,1,1,311,Needs Attention,71.66
13939,24,7,1560.96,4,3,3,433,Champions,1560.96
13940,18,4,839.14,4,2,2,422,Needs Attention,839.14
13941,22,15,11122.3,4,3,4,434,Champions,11122.3
13942,535,1,320.0,1,1,1,111,Lost,320.0
13943,578,1,246.54,1,1,1,111,Lost,246.54
13944,654,1,200.43,1,1,1,111,Lost,200.43
13945,395,2,854.15,1,1,2,112,Needs Attention,854.15
13946,80,6,1876.23,3,3,3,333,Loyal,1876.23
13947,66,1,90.6,3,1,1,311,Needs Attention,90.6
13948,361,4,548.76,2,2,2,222,At Risk,548.76
13949,3,6,2427.32,4,3,4,434,Champions,2427.32
13950,12,4,745.06,4,2,2,422,Needs Attention,745.06
13951,177,3,674.45,2,2,2,222,At Risk,674.45
13952,218,14,12823.52,2,3,4,234,At Risk,12823.52
13953,8,12,6640.68,4,3,4,434,Champions,6640.68
13954,2,2,439.92,4,1,2,412,Needs Attention,439.92
13955,155,3,545.17,2,2,2,222,At Risk,545.17
13956,6,5,1026.42,4,2,3,423,Champions,1026.42
13957,418,3,458.25,1,2,2,122,At Risk,458.25
13958,380,8,4709.23,2,3,4,234,At Risk,4709.23
13959,80,6,1076.18,3,3,3,333,Loyal,1076.18
13960,22,2,230.22,4,1,1,411,Needs Attention,230.22
13961,393,1,538.4,1,1,2,112,Needs Attention,538.4
13962,22,3,362.8,4,2,2,422,Needs Attention,362.8
13963,309,17,3011.87,2,3,4,234,At Risk,3011.87
13964,388,2,438.9,1,1,2,112,Needs Attention,438.9
13965,477,3,996.61,1,2,3,123,At Risk,996.61
13966,436,1,390.86,1,1,2,112,Needs Attention,390.86
13967,146,2,166.3,2,1,1,211,Lost,166.3
13968,424,1,123.66,1,1,1,111,Lost,123.66
13969,8,35,13365.87,4,3,4,434,Champions,13365.87
13970,387,2,846.55,1,1,2,112,Needs Attention,846.55
13971,19,14,4667.57,4,3,4,434,Champions,4667.57
13972,71,2,190.25,3,1,1,311,Needs Attention,190.25
13973,288,1,264.7,2,1,1,211,Lost,264.7
13974,50,2,677.72,3,1,2,312,Needs Attention,677.72
13975,32,12,5358.84,3,3,4,334,Loyal,5358.84
13976,207,4,1192.36,2,2,3,223,At Risk,1192.36
13977,412,1,519.81,1,1,2,112,Needs Attention,519.81
13978,15,2,196.79,4,1,1,411,Needs Attention,196.79
13979,74,7,3416.23,3,3,4,334,Loyal,3416.23
13980,61,5,799.92,3,2,2,322,Needs Attention,799.92
13981,416,1,331.14,1,1,1,111,Lost,331.14
13982,40,9,4445.59,3,3,4,334,Loyal,4445.59
13983,30,21,7108.45,3,3,4,334,Loyal,7108.45
13984,27,12,2048.6,3,3,3,333,Loyal,2048.6
13985,5,22,10020.86,4,3,4,434,Champions,10020.86
13986,18,1,320.46,4,1,1,411,Needs Attention,320.46
13987,380,2,682.54,2,1,2,212,Needs Attention,682.54
13988,20,8,4757.8,4,3,4,434,Champions,4757.8
13989,66,5,2026.06,3,2,3,323,Loyal,2026.06
13990,214,1,311.3,2,1,1,211,Lost,311.3
13991,13,6,855.97,4,3,2,432,Needs Attention,855.97
13992,31,3,219.5,3,2,1,321,Needs Attention,219.5
13993,43,19,6775.71,3,3,4,334,Loyal,6775.71
13994,4,6,2313.14,4,3,4,434,Champions,2313.14
13995,16,14,3902.01,4,3,4,434,Champions,3902.01
13996,387,2,895.76,1,1,2,112,Needs Attention,895.76
13997,520,3,382.31,1,2,2,122,At Risk,382.31
13998,447,3,566.7,1,2,2,122,At Risk,566.7
13999,11,29,9502.26,4,3,4,434,Champions,9502.26
14000,212,5,2046.34,2,2,3,223,At Risk,2046.34
14001,46,9,4530.09,3,3,4,334,Loyal,4530.09
14002,135,2,529.73,2,1,2,212,Needs Attention,529.73
14003,733,1,209.41,1,1,1,111,Lost,209.41
14004,44,11,6258.45,3,3,4,334,Loyal,6258.45
14005,10,5,2874.72,4,2,4,424,Champions,2874.72
14006,116,7,2196.67,2,3,3,233,At Risk,2196.67
14007,513,1,79.48,1,1,1,111,Lost,79.48
14008,433,1,509.04,1,1,2,112,Needs Attention,509.04
14009,199,3,1099.91,2,2,3,223,At Risk,1099.91
14010,566,2,445.15,1,1,2,112,Needs Attention,445.15
14011,481,2,457.82,1,1,2,112,Needs Attention,457.82
14012,278,1,328.8,2,1,1,211,Lost,328.8
14013,111,5,1084.57,2,2,3,223,At Risk,1084.57
14014,78,3,1948.21,3,2,3,323,Loyal,1948.21
14015,53,1,917.34,3,1,3,313,Loyal,917.34
14016,162,11,11403.41,2,3,4,234,At Risk,11403.41
14017,572,1,229.75,1,1,1,111,Lost,229.75
14018,646,1,367.15,1,1,2,112,Needs Attention,367.15
14019,47,3,1421.61,3,2,3,323,Loyal,1421.61
14020,17,4,1249.01,4,2,3,423,Champions,1249.01
14021,156,7,1716.58,2,3,3,233,At Risk,1716.58
14022,226,2,792.15,2,1,2,212,Needs Attention,792.15
14023,8,2,584.07,4,1,2,412,Needs Attention,584.07
14024,122,3,645.74,2,2,2,222,At Risk,645.74
14025,465,8,4057.9,1,3,4,134,At Risk,4057.9
14026,471,2,713.11,1,1,2,112,Needs Attention,713.11
14027,61,1,104.82,3,1,1,311,Needs Attention,104.82
14028,551,3,10396.5,1,2,4,124,At Risk,10396.5
14029,64,2,467.66,3,1,2,312,Needs Attention,467.66
14030,19,20,8262.29,4,3,4,434,Champions,8262.29
14031,8,44,40999.17,4,3,4,434,Champions,40999.17
14032,3,16,4850.27,4,3,4,434,Champions,4850.27
14033,556,1,109.44,1,1,1,111,Lost,109.44
14034,23,3,651.82,4,2,2,422,Needs Attention,651.82
14035,29,9,2856.72,3,3,4,334,Loyal,2856.72
14036,285,1,626.65,2,1,2,212,Needs Attention,626.65
14037,177,6,836.95,2,3,2,232,At Risk,836.95
14038,79,5,3069.88,3,2,4,324,Loyal,3069.88
14039,34,2,267.28,3,1,1,311,Needs Attention,267.28
14040,41,35,12645.57,3,3,4,334,Loyal,12645.57
14041,267,1,141.41,2,1,1,211,Lost,141.41
14042,726,1,431.98,1,1,2,112,Needs Attention,431.98
14043,492,2,304.25,1,1,1,111,Lost,304.25
14044,27,10,3123.1,3,3,4,334,Loyal,3123.1
14045,110,16,11313.03,2,3,4,234,At Risk,11313.03
14046,285,1,154.99,2,1,1,211,Lost,154.99
14047,9,14,4255.03,4,3,4,434,Champions,4255.03
14048,306,3,748.69,2,2,2,222,At Risk,748.69
14049,17,13,13239.03,4,3,4,434,Champions,13239.03
14050,32,2,746.36,3,1,2,312,Needs Attention,746.36
14051,1,37,22434.0,4,3,4,434,Champions,22434.0
14052,20,2,480.81,4,1,2,412,Needs Attention,480.81
14053,125,4,572.3,2,2,2,222,At Risk,572.3
14054,66,1,92.46,3,1,1,311,Needs Attention,92.46
14055,107,3,1520.96,2,2,3,223,At Risk,1520.96
14056,2,23,8214.65,4,3,4,434,Champions,8214.65
14057,24,22,8408.84,4,3,4,434,Champions,8408.84
14058,463,2,469.19,1,1,2,112,Needs Attention,469.19
14059,267,1,183.6,2,1,1,211,Lost,183.6
14060,5,30,9519.08,4,3,4,434,Champions,9519.08
14061,508,3,917.43,1,2,3,123,At Risk,917.43
14062,10,24,25604.2,4,3,4,434,Champions,25604.2
14063,439,9,22710.2,1,3,4,134,At Risk,22710.2
14064,30,15,3332.42,3,3,4,334,Loyal,3332.42
14065,390,3,891.02,1,2,2,122,At Risk,891.02
14066,267,1,152.55,2,1,1,211,Lost,152.55
14067,64,2,374.7,3,1,2,312,Needs Attention,374.7
14068,321,4,1528.37,2,2,3,223,At Risk,1528.37
14069,515,2,230.06,1,1,1,111,Lost,230.06
14070,685,1,326.55,1,1,1,111,Lost,326.55
14071,4,8,1438.82,4,3,3,433,Champions,1438.82
14072,667,1,390.85,1,1,2,112,Needs Attention,390.85
14073,33,1,151.04,3,1,1,311,Needs Attention,151.04
14074,624,1,219.4,1,1,1,111,Lost,219.4
14075,5,6,1734.87,4,3,3,433,Champions,1734.87
14076,130,1,122.47,2,1,1,211,Lost,122.47
14077,41,6,615.08,3,3,2,332,Needs Attention,615.08
14078,102,9,1692.63,2,3,3,233,At Risk,1692.63
14079,125,2,618.73,2,1,2,212,Needs Attention,618.73
14080,33,5,1115.68,3,2,3,323,Loyal,1115.68
14081,303,10,5370.1,2,3,4,234,At Risk,5370.1
14082,365,2,413.36,2,1,2,212,Needs Attention,413.36
14083,5,11,1407.26,4,3,3,433,Champions,1407.26
14084,513,1,150.5,1,1,1,111,Lost,150.5
14085,3,33,10104.97,4,3,4,434,Champions,10104.97
14086,463,1,39.95,1,1,1,111,Lost,39.95
14087,3,3,846.22,4,2,2,422,Needs Attention,846.22
14088,11,16,64036.8,4,3,4,434,Champions,64036.8
14089,57,1,161.0,3,1,1,311,Needs Attention,161.0
14090,325,1,76.32,2,1,1,211,Lost,76.32
14091,655,2,9530.08,1,1,4,114,Needs Attention,9530.08
14092,8,24,7229.45,4,3,4,434,Champions,7229.45
14093,13,1,442.85,4,1,2,412,Needs Attention,442.85
14094,440,1,335.22,1,1,1,111,Lost,335.22
14095,723,1,2.95,1,1,1,111,Lost,2.95
14096,5,17,65164.79,4,3,4,434,Champions,65164.79
14097,482,2,422.86,1,1,2,112,Needs Attention,422.86
14098,37,1,147.35,3,1,1,311,Needs Attention,147.35
14099,17,20,5765.71,4,3,4,434,Champions,5765.71
14100,138,1,194.9,2,1,1,211,Lost,194.9
14101,74,13,9961.93,3,3,4,334,Loyal,9961.93
14102,6,5,1360.28,4,2,3,423,Champions,1360.28
14104,155,5,771.58,2,2,2,222,At Risk,771.58
14105,240,5,5988.83,2,2,4,224,At Risk,5988.83
14106,738,1,214.8,1,1,1,111,Lost,214.8
14107,52,11,4877.3,3,3,4,334,Loyal,4877.3
14108,31,4,1044.96,3,2,3,323,Loyal,1044.96
14109,73,1,144.2,3,1,1,311,Needs Attention,144.2
14110,4,33,12987.95,4,3,4,434,Champions,12987.95
14111,15,4,692.85,4,2,2,422,Needs Attention,692.85
14112,23,13,5834.59,4,3,4,434,Champions,5834.59
14113,4,16,7092.61,4,3,4,434,Champions,7092.61
14114,274,7,1364.09,2,3,3,233,At Risk,1364.09
14115,502,2,622.67,1,1,2,112,Needs Attention,622.67
14116,20,5,1382.74,4,2,3,423,Champions,1382.74
14117,144,1,90.0,2,1,1,211,Lost,90.0
14118,429,1,458.45,1,1,2,112,Needs Attention,458.45
14119,376,2,183.37,2,1,1,211,Lost,183.37
14121,4,4,2780.15,4,2,4,424,Champions,2780.15
14122,407,3,362.42,1,2,2,122,At Risk,362.42
14123,734,1,436.18,1,1,2,112,Needs Attention,436.18
14124,85,1,419.58,3,1,2,312,Needs Attention,419.58
14125,11,3,2740.43,4,2,4,424,Champions,2740.43
14126,8,4,1172.46,4,2,3,423,Champions,1172.46
14127,123,6,1900.08,2,3,3,233,At Risk,1900.08
14128,61,3,924.21,3,2,3,323,Loyal,924.21
14129,2,9,2591.34,4,3,4,434,Champions,2591.34
14130,320,4,1882.67,2,2,3,223,At Risk,1882.67
14131,649,1,187.87,1,1,1,111,Lost,187.87
14132,3,11,3586.03,4,3,4,434,Champions,3586.03
14133,130,4,911.14,2,2,3,223,At Risk,911.14
14134,383,15,11123.35,1,3,4,134,At Risk,11123.35
14135,2,24,9643.92,4,3,4,434,Champions,9643.92
14136,401,5,1570.81,1,2,3,123,At Risk,1570.81
14137,696,1,332.7,1,1,1,111,Lost,332.7
14138,2,2,982.38,4,1,3,413,Loyal,982.38
14139,47,4,1086.8,3,2,3,323,Loyal,1086.8
14140,4,2,935.05,4,1,3,413,Loyal,935.05
14141,3,4,915.13,4,2,3,423,Champions,915.13
14142,374,2,983.15,2,1,3,213,Needs Attention,983.15
14143,134,1,115.8,2,1,1,211,Lost,115.8
14144,487,1,30.6,1,1,1,111,Lost,30.6
14145,47,7,7600.05,3,3,4,334,Loyal,7600.05
14146,9,12,9450.3,4,3,4,434,Champions,9450.3
14147,79,9,2590.2,3,3,4,334,Loyal,2590.2
14148,234,2,466.29,2,1,2,212,Needs Attention,466.29
14149,221,1,446.62,2,1,2,212,Needs Attention,446.62
14150,36,2,658.64,3,1,2,312,Needs Attention,658.64
14151,674,2,679.45,1,1,2,112,Needs Attention,679.45
14152,76,7,1997.34,3,3,3,333,Loyal,1997.34
14153,484,1,233.4,1,1,1,111,Lost,233.4
14154,240,8,6460.7,2,3,4,234,At Risk,6460.7
14155,267,1,118.75,2,1,1,211,Lost,118.75
14156,10,156,313946.37,4,3,4,434,Champions,313946.37
14157,20,5,1002.78,4,2,3,423,Champions,1002.78
14158,41,1,507.66,3,1,2,312,Needs Attention,507.66
14159,20,20,7938.01,4,3,4,434,Champions,7938.01
14160,611,7,8421.47,1,3,4,134,At Risk,8421.47
14161,216,7,3318.88,2,3,4,234,At Risk,3318.88
14162,174,2,289.36,2,1,1,211,Lost,289.36
14163,88,5,2594.62,3,2,4,324,Loyal,2594.62
14164,71,2,1631.77,3,1,3,313,Loyal,1631.77
14165,276,1,122.54,2,1,1,211,Lost,122.54
14166,506,2,256.85,1,1,1,111,Lost,256.85
14167,40,8,1296.49,3,3,3,333,Loyal,1296.49
14168,421,2,370.45,1,1,2,112,Needs Attention,370.45
14169,431,2,624.43,1,1,2,112,Needs Attention,624.43
14170,376,3,597.33,2,2,2,222,At Risk,597.33
14171,99,2,498.79,2,1,2,212,Needs Attention,498.79
14172,606,3,402.72,1,2,2,122,At Risk,402.72
14173,11,6,586.0,4,3,2,432,Needs Attention,586.0
14174,34,1,134.46,3,1,1,311,Needs Attention,134.46
14175,60,8,7678.88,3,3,4,334,Loyal,7678.88
14176,298,5,916.01,2,2,3,223,At Risk,916.01
14177,87,13,2229.34,3,3,3,333,Loyal,2229.34
14178,9,7,1620.93,4,3,3,433,Champions,1620.93
14179,41,2,719.78,3,1,2,312,Needs Attention,719.78
14180,11,33,6319.25,4,3,4,434,Champions,6319.25
14181,411,2,310.55,1,1,1,111,Lost,310.55
14182,444,4,678.77,1,2,2,122,At Risk,678.77
14183,412,2,286.29,1,1,1,111,Lost,286.29
14184,67,1,452.89,3,1,2,312,Needs Attention,452.89
14185,332,1,197.65,2,1,1,211,Lost,197.65
14186,428,5,1550.63,1,2,3,123,At Risk,1550.63
14187,474,1,123.5,1,1,1,111,Lost,123.5
14188,31,6,2054.36,3,3,3,333,Loyal,2054.36
14189,3,16,5814.39,4,3,4,434,Champions,5814.39
14190,667,1,79.9,1,1,1,111,Lost,79.9
14191,2,15,4817.66,4,3,4,434,Champions,4817.66
14192,389,1,293.74,1,1,1,111,Lost,293.74
14193,68,3,1210.19,3,2,3,323,Loyal,1210.19
14194,5,36,18670.59,4,3,4,434,Champions,18670.59
14195,202,6,2615.6,2,3,4,234,At Risk,2615.6
14196,107,1,335.52,2,1,1,211,Lost,335.52
14197,411,1,390.05,1,1,2,112,Needs Attention,390.05
14198,19,9,1569.73,4,3,3,433,Champions,1569.73
14199,219,4,1091.7,2,2,3,223,At Risk,1091.7
14200,618,1,379.2,1,1,2,112,Needs Attention,379.2
14201,61,10,1193.54,3,3,3,333,Loyal,1193.54
14202,382,3,847.76,1,2,2,122,At Risk,847.76
14203,398,1,339.34,1,1,1,111,Lost,339.34
14204,3,4,1062.96,4,2,3,423,Champions,1062.96
14205,17,9,2414.2,4,3,4,434,Champions,2414.2
14206,240,3,1185.01,2,2,3,223,At Risk,1185.01
14207,688,1,157.8,1,1,1,111,Lost,157.8
